soil_moisture,temperature,humidity,forecast_minutes,hour,day_of_week,is_daytime,is_hot_hours,moisture_change_rate,moisture_rolling_6,temp_rolling_6,needs_watering_soon
100.0,16.04,99.89,0,2,6,0,0,0.0,100.0,16.108333333333334,0
100.0,16.09,99.77,0,2,6,0,0,0.0,100.0,16.073333333333334,0
100.0,16.08,99.81,0,2,6,0,0,0.0,100.0,16.051666666666666,0
100.0,16.1,99.75,0,2,6,0,0,0.0,100.0,16.051666666666666,0
99.52,20.18,59.55,0,3,6,0,0,-1.920000000000016,99.92,16.751666666666665,0
99.03,20.36,59.11,0,3,6,0,0,-1.9599999999999795,99.75833333333333,17.474999999999998,0
98.54,20.35,59.14,0,3,6,0,0,-1.9599999999999795,99.515,18.19333333333333,0
98.04,20.59,58.53,0,3,6,0,0,-2.0,99.18833333333332,18.94333333333333,0
99.74,16.73,98.19,0,4,6,0,0,6.7999999999999545,99.145,19.051666666666662,0
100.0,16.86,97.84,0,4,6,0,0,1.0400000000000205,99.145,19.17833333333333,0
100.0,17.09,97.29,0,4,6,0,0,0.0,99.225,18.66333333333333,0
100.0,17.28,96.8,0,4,6,0,0,0.0,99.38666666666668,18.15,0
100.0,17.47,96.33,0,5,6,0,0,0.0,99.63,17.669999999999998,0
100.0,17.72,95.69,0,5,6,0,0,0.0,99.95666666666666,17.191666666666666,0
100.0,18.02,94.96,0,5,6,0,0,0.0,100.0,17.406666666666666,0
100.0,18.4,93.99,0,5,6,0,0,0.0,100.0,17.663333333333334,0
100.0,18.56,93.6,0,6,6,1,0,0.0,100.0,17.90833333333333,0
100.0,18.82,92.94,0,6,6,1,0,0.0,100.0,18.165,0
100.0,19.12,92.2,0,6,6,1,0,0.0,100.0,18.44,0
100.0,19.42,91.45,0,6,6,1,0,0.0,100.0,18.723333333333333,0
99.27,23.82,50.45,0,7,6,1,0,-2.920000000000016,99.87833333333332,19.69,0
98.51,24.16,49.6,0,7,6,1,0,-3.039999999999964,99.63,20.65,0
97.72,24.56,48.6,0,7,6,1,0,-3.160000000000025,99.25,21.65,0
96.91,24.87,47.83,0,7,6,1,0,-3.240000000000009,98.735,22.65833333333333,0
96.07,25.19,47.01,0,8,6,1,0,-3.3600000000000136,98.08,23.67,0
95.2,25.36,46.59,0,8,6,1,0,-3.4799999999999613,97.28,24.66,0
94.29,25.85,45.39,0,8,6,1,0,-3.6399999999999855,96.45,24.99833333333333,0
93.35,26.2,44.49,0,8,6,1,0,-3.760000000000048,95.59,25.33833333333333,0
92.39,26.44,43.91,0,9,6,1,0,-3.839999999999975,94.70166666666664,25.651666666666667,0
93.89,22.67,83.33,0,9,6,1,0,6.0,94.19833333333334,25.285,0
97.34,23.13,82.18,0,9,6,1,0,13.800000000000011,94.41,24.941666666666663,0
100.0,23.37,81.56,0,9,6,1,0,10.639999999999986,95.21,24.61,0
100.0,23.58,81.05,0,10,6,1,1,0.0,96.16166666666668,24.231666666666666,0
100.0,23.92,80.19,0,10,6,1,1,0.0,97.27,23.85166666666667,0
100.0,24.08,79.8,0,10,6,1,1,0.0,98.53833333333334,23.45833333333333,0
100.0,24.43,78.93,0,10,6,1,1,0.0,99.55666666666669,23.751666666666665,0
100.0,24.66,78.35,0,11,6,1,1,0.0,100.0,24.006666666666664,0
100.0,24.8,78.01,0,11,6,1,1,0.0,100.0,24.245,0
100.0,25.02,77.45,0,11,6,1,1,0.0,100.0,24.485,0
100.0,25.17,77.07,0,11,6,1,1,0.0,100.0,24.69333333333333,0
100.0,25.33,76.69,0,12,6,1,1,0.0,100.0,24.901666666666667,0
100.0,25.5,76.26,0,12,6,1,1,0.0,100.0,25.08,0
100.0,25.7,75.74,0,12,6,1,1,0.0,100.0,25.25333333333333,0
100.0,25.72,75.71,0,12,6,1,1,0.0,100.0,25.406666666666663,0
100.0,25.81,75.48,0,13,6,1,1,0.0,100.0,25.53833333333333,0
98.63,29.92,35.2,0,13,6,1,1,-5.480000000000018,99.77166666666666,26.33,0
97.25,30.07,34.83,0,13,6,1,1,-5.519999999999982,99.31333333333332,27.12,0
95.88,29.99,35.03,0,13,6,1,1,-5.480000000000018,98.62666666666668,27.868333333333336,0
94.5,30.0,34.99,0,14,6,1,1,-5.519999999999982,97.71,28.585000000000004,0
93.12,29.89,35.28,0,14,6,1,1,-5.519999999999982,96.56333333333332,29.28,0
95.72,25.96,75.09,0,14,6,1,1,10.399999999999975,95.84999999999998,29.305000000000003,0
99.07,25.89,75.26,0,14,6,1,1,13.399999999999975,95.92333333333332,28.63333333333333,0
100.0,25.87,75.32,0,15,6,1,1,3.7200000000000273,96.38166666666666,27.933333333333334,0
100.0,25.61,75.97,0,15,6,1,1,0.0,97.06833333333331,27.203333333333333,0
100.0,25.58,76.05,0,15,6,1,1,0.0,97.985,26.466666666666665,0
100.0,25.34,76.66,0,15,6,1,1,0.0,99.13166666666666,25.70833333333333,0
100.0,25.31,76.73,0,16,6,1,1,0.0,99.84499999999998,25.6,0
100.0,25.04,77.4,0,16,6,1,1,0.0,100.0,25.45833333333333,0
100.0,24.87,77.82,0,16,6,1,1,0.0,100.0,25.291666666666668,0
100.0,24.61,78.46,0,16,6,1,1,0.0,100.0,25.125,0
100.0,24.38,79.04,0,17,6,1,0,0.0,100.0,24.925,0
100.0,24.12,79.69,0,17,6,1,0,0.0,100.0,24.721666666666668,0
100.0,23.85,80.37,0,17,6,1,0,0.0,100.0,24.47833333333333,0
100.0,23.73,80.68,0,17,6,1,0,0.0,100.0,24.26,0
100.0,23.47,81.34,0,18,6,1,0,0.0,100.0,24.026666666666667,0
100.0,23.11,82.22,0,18,6,1,0,0.0,100.0,23.776666666666667,0
99.0,26.73,43.16,0,18,6,1,0,-4.0,99.83333333333331,24.168333333333337,0
98.03,26.47,43.83,0,18,6,1,0,-3.879999999999996,99.505,24.56,0
97.09,26.1,44.74,0,19,6,0,0,-3.759999999999991,99.02,24.935,0
98.84,21.85,85.39,0,19,6,0,0,7.0,98.82666666666668,24.62166666666667,0
100.0,21.51,86.23,0,19,6,0,0,4.639999999999986,98.82666666666668,24.295,0
100.0,21.25,86.88,0,19,6,0,0,0.0,98.82666666666668,23.985,0
100.0,20.89,87.77,0,20,6,0,0,0.0,98.99333333333334,23.011666666666667,0
100.0,20.47,88.83,0,20,6,0,0,0.0,99.32166666666669,22.011666666666667,0
100.0,20.18,89.55,0,20,6,0,0,0.0,99.80666666666669,21.025,0
100.0,19.92,90.2,0,20,6,0,0,0.0,100.0,20.703333333333333,0
100.0,19.6,90.99,0,21,6,0,0,0.0,100.0,20.385,0
99.31,23.22,51.96,0,21,6,0,0,-2.759999999999991,99.885,20.71333333333333,0
98.65,23.0,52.51,0,21,6,0,0,-2.6399999999999864,99.66,21.065,0
98.01,22.67,53.31,0,21,6,0,0,-2.5600000000000023,99.32833333333332,21.43166666666667,0
97.38,22.44,53.91,0,22,6,0,0,-2.5200000000000387,98.89166666666668,21.808333333333334,0
96.78,22.09,54.78,0,22,6,0,0,-2.3999999999999773,98.355,22.17,0
96.19,21.85,55.37,0,22,6,0,0,-2.3600000000000136,97.71999999999998,22.545,0
95.62,21.58,56.05,0,22,6,0,0,-2.2799999999999727,97.105,22.271666666666665,0
95.07,21.47,56.32,0,23,6,0,0,-2.200000000000045,96.50833333333333,22.016666666666666,0
94.53,21.24,56.91,0,23,6,0,0,-2.159999999999968,95.92833333333334,21.77833333333333,0
94.01,20.86,57.85,0,23,6,0,0,-2.079999999999984,95.36666666666667,21.515,0
93.5,20.69,58.27,0,23,6,0,0,-2.0400000000000205,94.82,21.281666666666663,0
92.99,20.57,58.59,0,0,0,0,0,-2.0400000000000205,94.28666666666668,21.06833333333333,0
92.5,20.51,58.71,0,0,0,0,0,-1.9599999999999795,93.76666666666668,20.89,0
92.01,20.27,59.34,0,0,0,0,0,-1.9599999999999795,93.25666666666666,20.69,0
91.53,20.13,59.68,0,0,0,0,0,-1.920000000000016,92.75666666666666,20.505,0
93.43,16.19,99.53,0,1,0,0,0,7.600000000000023,92.66,19.726666666666667,0
96.18,16.02,99.94,0,1,0,0,0,11.0,93.10666666666668,18.94833333333333,0
97.28,16.02,99.95,0,1,0,0,0,4.399999999999977,93.82166666666669,18.19,0
99.13,16.0,99.99,0,1,0,0,0,7.399999999999977,94.92666666666668,17.438333333333333,0
98.66,20.09,59.78,0,2,0,0,0,-1.879999999999996,96.035,17.40833333333333,0
98.19,19.92,60.19,0,2,0,0,0,-1.879999999999996,97.145,17.37333333333333,0
97.72,20.0,59.99,0,2,0,0,0,-1.879999999999996,97.86,18.008333333333333,0
97.24,20.16,59.6,0,2,0,0,0,-1.920000000000016,98.03666666666668,18.69833333333333,0
96.77,20.2,59.49,0,3,0,0,0,-1.879999999999996,97.95166666666668,19.395,0
96.28,20.29,59.28,0,3,0,0,0,-1.9599999999999795,97.47666666666667,20.110000000000003,0
95.79,20.48,58.8,0,3,0,0,0,-1.9599999999999795,96.99833333333332,20.175,0
95.28,20.58,58.54,0,3,0,0,0,-2.0400000000000205,96.51333333333334,20.285,0
94.77,20.82,57.96,0,4,0,0,0,-2.0400000000000205,96.02166666666666,20.421666666666667,0
94.25,20.95,57.62,0,4,0,0,0,-2.079999999999984,95.52333333333333,20.55333333333333,0
93.71,21.2,57.01,0,4,0,0,0,-2.160000000000025,95.01333333333334,20.72,0
93.16,21.4,56.49,0,4,0,0,0,-2.1999999999999886,94.49333333333334,20.905,0
92.6,21.62,55.95,0,5,0,0,0,-2.240000000000009,93.96166666666666,21.095,0
92.02,21.89,55.28,0,5,0,0,0,-2.319999999999993,93.41833333333334,21.313333333333336,0
91.42,22.04,54.9,0,5,0,0,0,-2.3999999999999773,92.86,21.516666666666666,0
90.8,22.3,54.24,38,5,0,0,0,-2.480000000000018,92.285,21.741666666666664,0
90.16,22.65,53.38,0,6,0,1,0,-2.5600000000000023,91.69333333333331,21.98333333333333,0
89.5,22.95,52.63,0,6,0,1,0,-2.6399999999999864,91.08333333333331,22.241666666666664,0
88.82,23.26,51.85,122,6,0,1,0,-2.720000000000028,90.45333333333332,22.515,0
88.11,23.6,51.01,0,6,0,1,0,-2.839999999999975,89.80166666666666,22.8,0
87.38,23.85,50.38,0,7,0,1,0,-2.920000000000016,89.12833333333333,23.10166666666667,0
86.61,24.11,49.72,0,7,0,1,0,-3.079999999999984,88.43,23.40333333333333,0
85.83,24.54,48.64,0,7,0,1,0,-3.1200000000000045,87.70833333333333,23.718333333333334,0
85.01,24.77,48.08,50,7,0,1,0,-3.2799999999999727,86.96,24.021666666666665,0
84.17,25.13,47.17,0,8,0,1,0,-3.3600000000000136,86.185,24.33333333333333,0
83.3,25.53,46.16,0,8,0,1,0,-3.480000000000018,85.38333333333333,24.655,0
82.39,25.7,45.76,0,8,0,1,0,-3.6399999999999855,84.55166666666666,24.96333333333333,0
83.94,22.14,84.64,0,8,0,1,0,6.199999999999989,84.10666666666667,24.635,0
87.69,22.41,83.98,0,9,0,1,0,15.0,84.41666666666667,24.28,0
90.79,22.79,83.01,0,9,0,1,0,12.400000000000034,85.38,23.95,0
93.19,22.94,82.65,0,9,0,1,0,9.599999999999966,86.88333333333333,23.585000000000004,0
92.13,27.36,41.61,0,9,0,1,0,-4.240000000000009,88.355,23.89,0
91.04,27.6,41.0,0,10,0,1,1,-4.359999999999957,89.79666666666667,24.206666666666667,0
89.92,27.93,40.18,0,10,0,1,1,-4.480000000000018,90.79333333333334,25.171666666666667,0
88.76,28.19,39.53,0,10,0,1,1,-4.639999999999986,90.97166666666668,26.135,0
87.59,28.36,39.11,0,10,0,1,1,-4.680000000000007,90.43833333333332,27.063333333333333,0
86.38,28.63,38.42,0,11,0,1,1,-4.840000000000032,89.30333333333333,28.011666666666667,0
85.14,28.92,37.7,0,11,0,1,1,-4.95999999999998,88.13833333333332,28.271666666666665,0
83.89,29.01,37.46,0,11,0,1,1,-5.0,86.94666666666667,28.50666666666667,0
82.61,29.31,36.74,0,11,0,1,1,-5.1200000000000045,85.72833333333334,28.736666666666668,0
81.31,29.3,36.76,0,12,0,1,1,-5.199999999999989,84.48666666666666,28.921666666666667,0
79.99,29.57,36.08,0,12,0,1,1,-5.28000000000003,83.22,29.12333333333333,0
78.66,29.75,35.61,0,12,0,1,1,-5.319999999999993,81.93333333333332,29.31,0
77.31,29.87,35.33,0,12,0,1,1,-5.399999999999977,80.62833333333333,29.468333333333334,0
75.95,29.93,35.17,0,13,0,1,1,-5.439999999999998,79.305,29.621666666666663,0
74.58,29.86,35.34,0,13,0,1,1,-5.480000000000018,77.96666666666667,29.71333333333333,0
73.2,29.9,35.26,0,13,0,1,1,-5.519999999999982,76.615,29.813333333333333,0
71.83,29.97,35.08,0,13,0,1,1,-5.480000000000018,75.255,29.88,0
74.73,25.93,75.18,0,14,0,1,1,11.600000000000025,74.60000000000001,29.24333333333333,0
77.68,26.04,74.91,0,14,0,1,1,11.800000000000011,74.66166666666668,28.605,0
80.43,25.98,75.05,0,14,0,1,1,11.0,75.40833333333333,27.94666666666667,0
83.58,25.88,75.31,0,14,0,1,1,12.599999999999966,76.90833333333333,27.28333333333333,0
82.22,29.72,35.71,0,15,0,1,1,-5.439999999999998,78.41166666666668,27.25333333333333,0
84.62,25.69,75.79,0,15,0,1,1,9.600000000000025,80.54333333333334,26.540000000000003,0
86.72,25.64,75.91,0,15,0,1,1,8.399999999999977,82.54166666666667,26.491666666666664,0
90.62,25.41,76.47,0,15,0,1,1,15.600000000000025,84.69833333333334,26.38666666666667,0
94.02,25.22,76.96,0,16,0,1,1,13.599999999999966,86.96333333333332,26.26,0
97.92,25.1,77.24,0,16,0,1,1,15.600000000000025,89.35333333333334,26.13,0
99.32,24.97,77.58,0,16,0,1,1,5.599999999999966,92.20333333333332,25.33833333333333,0
100.0,24.6,78.51,0,16,0,1,1,2.720000000000028,94.76666666666668,25.156666666666663,0
100.0,24.38,79.06,0,17,0,1,0,0.0,96.98,24.94666666666667,0
100.0,24.23,79.42,0,17,0,1,0,0.0,98.54333333333334,24.75,0
100.0,23.9,80.26,0,17,0,1,0,0.0,99.54,24.53,0
100.0,23.69,80.77,0,17,0,1,0,0.0,99.88666666666668,24.295,0
100.0,23.38,81.54,0,18,0,1,0,0.0,100.0,24.03,0
98.96,27.07,42.31,0,18,0,1,0,-4.160000000000025,99.82666666666668,24.441666666666663,0
97.97,26.7,43.25,0,18,0,1,0,-3.95999999999998,99.48833333333334,24.828333333333333,0
96.99,26.56,43.6,0,18,0,1,0,-3.920000000000016,98.98666666666666,25.21666666666667,0
98.09,22.1,84.74,0,19,0,0,0,4.400000000000034,98.66833333333334,24.916666666666668,0
99.44,21.75,85.63,0,19,0,0,0,5.399999999999977,98.575,24.593333333333334,0
100.0,21.59,86.02,0,19,0,0,0,2.240000000000009,98.575,24.295,0
100.0,21.15,87.13,0,19,0,0,0,0.0,98.74833333333332,23.308333333333334,0
100.0,20.91,87.71,0,20,0,0,0,0.0,99.08666666666666,22.343333333333334,0
100.0,20.53,88.67,0,20,0,0,0,0.0,99.58833333333332,21.33833333333333,0
100.0,20.31,89.23,0,20,0,0,0,0.0,99.90666666666668,21.04,0
100.0,19.93,90.18,0,20,0,0,0,0.0,100.0,20.736666666666665,0
100.0,19.62,90.96,0,21,0,0,0,0.0,100.0,20.40833333333333,0
100.0,19.34,91.65,0,21,0,0,0,0.0,100.0,20.106666666666666,0
100.0,18.92,92.7,0,21,0,0,0,0.0,100.0,19.775,0
100.0,18.59,93.51,0,21,0,0,0,0.0,100.0,19.451666666666668,0
99.38,22.32,54.2,0,22,0,0,0,-2.480000000000018,99.89666666666666,19.786666666666665,0
98.77,22.2,54.51,0,22,0,0,0,-2.4399999999999977,99.69166666666666,20.165,0
98.19,21.85,55.38,0,22,0,0,0,-2.319999999999993,99.39,20.536666666666665,0
97.62,21.66,55.86,0,22,0,0,0,-2.2799999999999727,98.99333333333334,20.923333333333336,0
98.77,17.42,96.45,0,23,0,0,0,4.599999999999966,98.78833333333334,20.673333333333336,0
100.0,17.14,97.14,0,23,0,0,0,4.920000000000016,98.78833333333334,20.43166666666667,0
100.0,17.04,97.41,0,23,0,0,0,0.0,98.89166666666668,19.551666666666662,0
100.0,16.77,98.09,0,23,0,0,0,0.0,99.09666666666668,18.646666666666665,0
100.0,16.63,98.43,0,0,1,0,0,0.0,99.39833333333333,17.776666666666667,0
100.0,16.55,98.62,0,0,1,0,0,0.0,99.795,16.925,0
100.0,16.23,99.42,0,0,1,0,0,0.0,100.0,16.726666666666667,0
100.0,16.25,99.37,0,0,1,0,0,0.0,100.0,16.578333333333333,0
100.0,16.22,99.45,0,1,1,0,0,0.0,100.0,16.441666666666666,0
100.0,16.06,99.85,0,1,1,0,0,0.0,100.0,16.323333333333334,0
100.0,16.1,99.76,0,1,1,0,0,0.0,100.0,16.235,0
100.0,16.09,99.79,0,1,1,0,0,0.0,100.0,16.158333333333335,0
99.53,20.04,59.9,0,2,1,0,0,-1.879999999999996,99.92166666666668,16.793333333333333,0
99.06,20.07,59.84,0,2,1,0,0,-1.879999999999996,99.765,17.43,0
98.59,20.09,59.76,0,2,1,0,0,-1.879999999999996,99.53,18.075,0
98.12,20.05,59.87,0,2,1,0,0,-1.879999999999996,99.21666666666664,18.74,0
97.64,20.3,59.25,0,3,1,0,0,-1.920000000000016,98.82333333333334,19.44,0
97.15,20.22,59.45,0,3,1,0,0,-1.9599999999999795,98.34833333333334,20.12833333333333,0
96.66,20.37,59.08,0,3,1,0,0,-1.9600000000000364,97.87,20.183333333333334,0
96.16,20.58,58.56,0,3,1,0,0,-2.0,97.38666666666668,20.26833333333333,0
95.65,20.71,58.22,0,4,1,0,0,-2.039999999999964,96.89666666666666,20.371666666666663,0
95.12,20.95,57.63,0,4,1,0,0,-2.1200000000000045,96.39666666666666,20.521666666666665,0
94.59,21.02,57.46,0,4,1,0,0,-2.1200000000000045,95.88833333333334,20.641666666666666,0
94.03,21.28,56.8,0,4,1,0,0,-2.240000000000009,95.36833333333334,20.81833333333333,0
93.47,21.59,56.03,0,5,1,0,0,-2.240000000000009,94.83666666666666,21.021666666666665,0
92.89,21.78,55.55,0,5,1,0,0,-2.319999999999993,94.29166666666669,21.221666666666668,0
95.19,18.14,94.64,0,5,1,0,0,9.199999999999989,94.215,20.793333333333333,0
97.39,18.25,94.37,0,5,1,0,0,8.800000000000011,94.59333333333332,20.343333333333334,0
100.0,18.65,93.37,0,6,1,1,0,10.439999999999998,95.495,19.94833333333333,0
100.0,18.95,92.62,0,6,1,1,0,0.0,96.49,19.56,0
100.0,19.13,92.18,0,6,1,1,0,0.0,97.57833333333332,19.15,0
100.0,19.54,91.15,0,6,1,1,0,0.0,98.76333333333332,18.776666666666667,0
100.0,19.84,90.4,0,7,1,1,0,0.0,99.565,19.06,0
100.0,20.12,89.7,0,7,1,1,0,0.0,100.0,19.371666666666663,0
100.0,20.41,88.97,0,7,1,1,0,0.0,100.0,19.665,0
100.0,20.84,87.91,0,7,1,1,0,0.0,100.0,19.98,0
100.0,21.11,87.22,0,8,1,1,0,0.0,100.0,20.31,0
100.0,21.45,86.37,0,8,1,1,0,0.0,100.0,20.62833333333333,0
99.09,25.77,45.57,0,8,1,1,0,-3.6399999999999855,99.84833333333334,21.616666666666664,0
98.16,26.16,44.61,0,8,1,1,0,-3.7200000000000273,99.54166666666669,22.62333333333333,0
97.19,26.51,43.73,0,9,1,1,0,-3.879999999999996,99.07333333333334,23.64,0
96.19,26.82,42.95,0,9,1,1,0,-4.0,98.43833333333332,24.636666666666667,0
98.14,23.1,82.25,0,9,1,1,0,7.800000000000011,98.12833333333332,24.968333333333334,0
100.0,23.29,81.78,0,9,1,1,0,7.439999999999998,98.12833333333332,25.274999999999995,0
100.0,23.64,80.9,0,10,1,1,1,0.0,98.28,24.92,0
100.0,23.97,80.07,0,10,1,1,1,0.0,98.58666666666666,24.555,0
100.0,24.06,79.84,0,10,1,1,1,0.0,99.055,24.146666666666665,0
100.0,24.45,78.88,0,10,1,1,1,0.0,99.69,23.751666666666665,0
100.0,24.64,78.39,0,11,1,1,1,0.0,100.0,24.008333333333336,0
100.0,24.85,77.87,0,11,1,1,1,0.0,100.0,24.26833333333333,0
100.0,24.97,77.57,0,11,1,1,1,0.0,100.0,24.49,0
100.0,25.13,77.17,0,11,1,1,1,0.0,100.0,24.683333333333334,0
100.0,25.35,76.63,0,12,1,1,1,0.0,100.0,24.89833333333333,0
100.0,25.61,75.98,0,12,1,1,1,0.0,100.0,25.09166666666667,0
98.67,29.6,36.0,0,12,1,1,1,-5.319999999999993,99.77833333333336,25.918333333333333,0
97.32,29.78,35.54,0,12,1,1,1,-5.400000000000034,99.33166666666666,26.74,0
95.96,29.77,35.58,0,13,1,1,1,-5.439999999999998,98.65833333333336,27.540000000000003,0
94.59,29.92,35.21,0,13,1,1,1,-5.479999999999961,97.75666666666666,28.33833333333333,0
93.22,29.88,35.3,0,13,1,1,1,-5.480000000000018,96.62666666666668,29.093333333333334,0
91.84,30.08,34.79,0,13,1,1,1,-5.519999999999982,95.26666666666668,29.83833333333333,0
90.46,30.03,34.92,0,14,1,1,1,-5.520000000000039,93.89833333333333,29.91,0
89.09,29.99,35.02,0,14,1,1,1,-5.479999999999961,92.52666666666666,29.945000000000004,0
92.09,25.93,75.18,0,14,1,1,1,12.0,91.88166666666666,29.305,0
95.79,25.93,75.16,0,14,1,1,1,14.800000000000011,92.08166666666666,28.64,0
98.39,25.73,75.68,0,15,1,1,1,10.399999999999975,92.94333333333334,27.94833333333333,0
100.0,25.75,75.61,0,15,1,1,1,6.439999999999998,94.30333333333331,27.226666666666663,0
100.0,25.62,75.95,0,15,1,1,1,0.0,95.89333333333332,26.491666666666664,0
100.0,25.36,76.6,0,15,1,1,1,0.0,97.71166666666666,25.72,0
100.0,25.31,76.73,0,16,1,1,1,0.0,99.03000000000002,25.61666666666667,0
100.0,25.05,77.38,0,16,1,1,1,0.0,99.73166666666668,25.47,0
98.76,28.82,37.94,0,16,1,1,1,-4.95999999999998,99.79333333333334,25.985,0
97.55,28.76,38.09,0,16,1,1,1,-4.840000000000032,99.385,26.486666666666665,0
96.37,28.41,38.97,0,17,1,1,0,-4.71999999999997,98.78000000000002,26.951666666666664,0
95.21,28.3,39.26,0,17,1,1,0,-4.640000000000043,97.98166666666668,27.441666666666663,0
94.08,28.01,39.99,0,17,1,1,0,-4.519999999999982,96.995,27.89166666666667,0
92.99,27.61,40.98,0,17,1,1,0,-4.360000000000014,95.82666666666668,28.31833333333333,0
91.92,27.29,41.78,0,18,1,1,0,-4.279999999999973,94.68666666666668,28.063333333333333,0
90.89,27.12,42.21,0,18,1,1,0,-4.1200000000000045,93.57666666666668,27.790000000000003,0
89.88,26.75,43.12,0,18,1,1,0,-4.0400000000000205,92.495,27.51333333333333,0
88.91,26.47,43.82,0,18,1,1,0,-3.879999999999996,91.445,27.20833333333333,0
87.97,26.16,44.59,0,19,1,0,0,-3.759999999999991,90.42666666666666,26.9,0
87.06,25.82,45.46,0,19,1,0,0,-3.6399999999999855,89.43833333333333,26.60166666666667,0
86.18,25.56,46.1,0,19,1,0,0,-3.519999999999982,88.48166666666667,26.313333333333333,0
85.33,25.2,47.0,0,19,1,0,0,-3.400000000000034,87.555,25.993333333333336,0
84.51,24.87,47.82,0,20,1,0,0,-3.2799999999999727,86.66000000000001,25.680000000000003,0
83.72,24.48,48.79,0,20,1,0,0,-3.160000000000025,85.795,25.348333333333333,0
82.96,24.14,49.65,0,20,1,0,0,-3.0400000000000205,84.96,25.011666666666667,0
82.22,23.97,50.06,0,20,1,0,0,-2.9599999999999795,84.15333333333334,24.703333333333333,0
81.51,23.56,51.11,0,21,1,0,0,-2.839999999999975,83.375,24.37,0
80.82,23.17,52.07,0,21,1,0,0,-2.760000000000048,82.62333333333332,24.031666666666663,0
80.16,23.0,52.5,0,21,1,0,0,-2.6399999999999864,81.89833333333333,23.72,0
79.52,22.65,53.37,0,21,1,0,0,-2.5600000000000023,81.19833333333334,23.415000000000003,0
78.9,22.3,54.26,0,22,1,0,0,-2.4799999999999613,80.52166666666666,23.10833333333333,0
78.29,22.03,54.92,0,22,1,0,0,-2.4399999999999977,79.86666666666666,22.785,0
77.71,21.86,55.34,0,22,1,0,0,-2.32000000000005,79.23333333333333,22.501666666666665,0
77.14,21.63,55.93,0,22,1,0,0,-2.2799999999999727,78.62,22.245,0
76.59,21.32,56.69,0,23,1,0,0,-2.1999999999999886,78.02499999999999,21.965,0
76.05,21.12,57.19,0,23,1,0,0,-2.160000000000025,77.44666666666667,21.71,0
75.52,21.02,57.44,0,23,1,0,0,-2.1200000000000045,76.88333333333333,21.496666666666663,0
75.01,20.69,58.27,0,23,1,0,0,-2.039999999999964,76.33666666666666,21.27333333333333,0
74.51,20.69,58.29,82,0,2,0,0,-2.0,75.80333333333333,21.078333333333337,0
74.01,20.54,58.64,0,0,2,0,0,-2.0,75.28166666666667,20.896666666666665,0
73.52,20.29,59.27,0,0,2,0,0,-1.9600000000000364,74.77,20.725,0
73.04,20.17,59.58,0,0,2,0,0,-1.919999999999959,74.26833333333333,20.566666666666663,0
72.57,20.09,59.77,0,1,2,0,0,-1.8800000000000523,73.77666666666667,20.411666666666665,0
72.1,20.13,59.68,0,1,2,0,0,-1.879999999999996,73.29166666666667,20.31833333333333,0
71.63,19.98,60.06,0,1,2,0,0,-1.879999999999996,72.81166666666667,20.2,0
71.16,19.95,60.12,0,1,2,0,0,-1.879999999999996,72.33666666666666,20.101666666666667,0
70.69,19.93,60.16,0,2,2,0,0,-1.879999999999996,71.865,20.041666666666668,0
70.22,19.95,60.12,0,2,2,0,0,-1.879999999999996,71.395,20.005,0
69.75,20.04,59.89,0,2,2,0,0,-1.879999999999996,70.925,19.996666666666663,0
69.27,20.05,59.87,0,2,2,0,0,-1.920000000000016,70.45333333333333,19.98333333333333,0
68.79,20.13,59.69,0,3,2,0,0,-1.919999999999959,69.98,20.00833333333333,0
68.31,20.32,59.21,0,3,2,0,0,-1.920000000000016,69.505,20.07,0
67.82,20.35,59.12,0,3,2,0,0,-1.9600000000000364,69.02666666666666,20.14,0
67.31,20.55,58.62,0,3,2,0,0,-2.039999999999964,68.54166666666667,20.24,0
66.8,20.67,58.33,0,4,2,0,0,-2.0400000000000205,68.05,20.345,0
68.8,16.93,97.67,0,4,2,0,0,8.0,67.97166666666666,19.825,0
72.2,17.11,97.24,0,4,2,0,0,13.600000000000025,68.53999999999999,19.321666666666665,0
75.95,17.31,96.72,0,4,2,0,0,15.0,69.81333333333333,18.82,0
79.45,17.48,96.3,0,5,2,0,0,14.0,71.75166666666668,18.341666666666665,0
81.0,17.82,95.45,0,5,2,0,0,6.199999999999989,74.03333333333335,17.886666666666667,0
82.55,18.01,94.98,0,5,2,0,0,6.199999999999989,76.65833333333335,17.44333333333333,0
84.45,18.4,93.99,0,5,2,0,0,7.600000000000023,79.26666666666667,17.688333333333333,0
87.35,18.58,93.54,0,6,2,1,0,11.599999999999966,81.79166666666667,17.933333333333334,0
88.7,18.84,92.89,0,6,2,1,0,5.400000000000034,83.91666666666667,18.188333333333333,0
91.75,19.18,92.04,0,6,2,1,0,12.199999999999989,85.96666666666665,18.471666666666668,0
94.4,19.43,91.41,0,6,2,1,0,10.600000000000025,88.2,18.74,0
96.9,19.74,90.65,0,7,2,1,0,10.0,90.59166666666668,19.02833333333333,0
98.15,20.07,89.83,0,7,2,1,0,5.0,92.875,19.306666666666665,0
99.45,20.55,88.62,0,7,2,1,0,5.199999999999989,94.89166666666668,19.635,0
100.0,20.75,88.13,0,7,2,1,0,2.1999999999999886,96.775,19.953333333333333,0
100.0,21.13,87.18,0,8,2,1,0,0.0,98.15,20.27833333333333,0
