not connected to breadboard 32
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 1.83V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.43V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.03V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.68V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.41V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.20V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.06V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.44V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.88V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.29V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.70V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.85V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.18V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.61V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.82V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 3.11V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.24V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.24V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 2.91V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.64V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.33V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.04V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.72V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.38V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.02V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.71V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.48V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.27V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.05V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.30V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.75V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.07V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.54V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.82V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.16V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.50V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.62V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 3.05V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.21V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 3.30V | State: LOW   --> 🟢 ANCHORED TO 3.3V (PERFECT!)
GPIO 34 | Voltage: 2.93V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.64V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 2.30V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.96V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.64V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 1.29V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.96V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.64V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.41V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.21V | State: LOW   --> ⚠️ FLOATING (Not connected to power or ground)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)
GPIO 34 | Voltage: 0.00V | State: LOW   --> 🔵 ANCHORED TO GND (PERFECT!)

