soil_moisture,temperature,humidity,wind_speed,rain_intensity,vpd,needs_watering_soon
41.43,25.79,46.12,0.0,0.0,0.0,0
41.41,25.77,46.31,0.0,0.0,1.7804,0
41.41,25.77,46.31,0.0,0.0,0.0,0
41.4,25.81,45.74,0.0,0.0,1.8035,0
41.4,25.81,45.74,0.0,0.0,0.0,0
41.39,25.88,46.18,0.0,0.0,1.7963,0
41.39,25.88,46.18,0.0,0.0,0.0,0
41.38,25.82,46.26,0.0,0.0,1.7873,0
41.38,25.82,46.26,0.0,0.0,0.0,0
41.37,25.78,45.68,0.0,0.0,1.8023,0
41.37,25.78,45.68,0.0,0.0,0.0,0
41.36,25.69,45.94,0.0,0.0,1.7842,0
41.36,25.69,45.94,0.0,0.0,0.0,0
41.34,25.87,45.96,0.0,0.0,1.8026,0
41.34,25.87,45.96,0.0,0.0,0.0,0
41.33,25.7,45.63,0.0,0.0,1.7955,1
41.33,25.7,45.63,0.0,0.0,0.0,1
41.32,25.75,46.48,0.0,0.0,1.7726,1
41.32,25.75,46.48,0.0,0.0,0.0,1
41.31,25.79,45.96,0.0,0.0,1.7941,1
41.31,25.79,45.96,0.0,0.0,0.0,1
41.3,25.7,45.61,0.0,0.0,1.7961,1
41.3,25.7,45.61,0.0,0.0,0.0,1
41.28,25.79,46.29,0.0,0.0,1.7831,1
41.28,25.79,46.29,0.0,0.0,0.0,1
41.27,25.7,45.88,0.0,0.0,1.7872,1
41.27,25.7,45.88,0.0,0.0,0.0,1
41.26,25.77,46.39,0.0,0.0,1.7777,1
41.26,25.77,46.39,0.0,0.0,0.0,1
41.25,25.79,46.19,0.0,0.0,1.7865,1
41.25,25.79,46.19,0.0,0.0,0.0,1
41.24,25.79,46.05,0.0,0.0,1.7911,1
41.24,25.79,46.05,0.0,0.0,0.0,1
41.23,25.79,45.69,0.0,0.0,1.8031,1
41.23,25.79,45.69,0.0,0.0,0.0,1
41.21,25.74,46.5,0.0,0.0,1.7709,1
41.21,25.74,46.5,0.0,0.0,0.0,1
41.2,25.69,46.16,0.0,0.0,1.7769,1
41.2,25.69,46.16,0.0,0.0,0.0,1
41.19,25.89,46.46,0.0,0.0,1.788,1
41.19,25.89,46.46,0.0,0.0,0.0,1
41.18,25.81,46.27,0.0,0.0,1.7859,1
41.18,25.81,46.27,0.0,0.0,0.0,1
41.17,25.73,45.7,0.0,0.0,1.7963,1
41.17,25.73,45.7,0.0,0.0,0.0,1
41.15,25.72,45.68,0.0,0.0,1.7959,1
41.15,25.72,45.68,0.0,0.0,0.0,1
41.14,25.85,46.18,0.0,0.0,1.7931,1
41.14,25.85,46.18,0.0,0.0,0.0,1
41.13,25.72,46.06,0.0,0.0,1.7834,1
41.13,25.72,46.06,0.0,0.0,0.0,1
41.12,25.76,45.55,0.0,0.0,1.8045,1
41.12,25.76,45.55,0.0,0.0,0.0,1
41.11,25.82,46.31,0.0,0.0,1.7856,1
41.11,25.82,46.31,0.0,0.0,0.0,1
41.1,25.84,46.45,0.0,0.0,1.7831,1
41.1,25.84,46.45,0.0,0.0,0.0,1
41.08,25.78,45.74,0.0,0.0,1.8003,1
41.08,25.78,45.74,0.0,0.0,0.0,1
41.07,25.77,46.36,0.0,0.0,1.7787,1
41.07,25.77,46.36,0.0,0.0,0.0,1
41.06,25.71,45.7,0.0,0.0,1.7942,1
41.06,25.71,45.7,0.0,0.0,0.0,1
41.05,25.84,45.54,0.0,0.0,1.8134,1
41.05,25.84,45.54,0.0,0.0,0.0,1
41.04,25.76,45.59,0.0,0.0,1.8032,1
41.04,25.76,45.59,0.0,0.0,0.0,1
41.02,25.87,45.96,0.0,0.0,1.8026,1
41.02,25.87,45.96,0.0,0.0,0.0,1
41.01,25.84,46.23,0.0,0.0,1.7904,1
41.01,25.84,46.23,0.0,0.0,0.0,1
41.0,25.83,46.19,0.0,0.0,1.7907,1
41.0,25.83,46.19,0.0,0.0,0.0,1
40.99,25.81,46.36,0.0,0.0,1.7829,1
40.99,25.81,46.36,0.0,0.0,0.0,1
40.98,25.79,45.59,0.0,0.0,1.8064,1
40.98,25.79,45.59,0.0,0.0,0.0,1
40.96,25.7,46.04,0.0,0.0,1.7819,1
40.96,25.7,46.04,0.0,0.0,0.0,1
40.95,25.73,45.58,0.0,0.0,1.8003,1
40.95,25.73,45.58,0.0,0.0,0.0,1
40.94,25.7,45.94,0.0,0.0,1.7852,1
40.94,25.7,45.94,0.0,0.0,0.0,1
40.93,25.87,46.01,0.0,0.0,1.8009,1
40.93,25.87,46.01,0.0,0.0,0.0,1
40.92,25.87,45.87,0.0,0.0,1.8056,1
40.92,25.87,45.87,0.0,0.0,0.0,1
40.9,25.78,46.36,0.0,0.0,1.7798,1
40.9,25.78,46.36,0.0,0.0,0.0,1
40.89,25.8,46.29,0.0,0.0,1.7842,1
40.89,25.8,46.29,0.0,0.0,0.0,1
40.88,25.81,46.42,0.0,0.0,1.7809,1
40.88,25.81,46.42,0.0,0.0,0.0,1
40.87,25.88,45.81,0.0,0.0,1.8087,1
40.87,25.88,45.81,0.0,0.0,0.0,1
40.86,25.7,46.2,0.0,0.0,1.7766,1
40.86,25.7,46.2,0.0,0.0,0.0,1
40.85,25.71,46.42,0.0,0.0,1.7704,1
40.85,25.71,46.42,0.0,0.0,0.0,1
40.83,25.74,45.78,0.0,0.0,1.7947,1
40.83,25.74,45.78,0.0,0.0,0.0,1
40.82,25.7,46.28,0.0,0.0,1.774,1
40.82,25.7,46.28,0.0,0.0,0.0,1
40.81,25.76,45.98,0.0,0.0,1.7902,1
40.81,25.76,45.98,0.0,0.0,0.0,1
40.8,25.73,45.7,0.0,0.0,1.7963,1
40.8,25.73,45.7,0.0,0.0,0.0,1
40.79,25.73,45.51,0.0,0.0,1.8026,1
40.79,25.73,45.51,0.0,0.0,0.0,1
40.77,25.75,46.27,0.0,0.0,1.7796,1
40.77,25.75,46.27,0.0,0.0,0.0,1
40.76,25.88,46.3,0.0,0.0,1.7923,1
40.76,25.88,46.3,0.0,0.0,0.0,1
40.75,25.87,45.93,0.0,0.0,1.8036,1
40.75,25.87,45.93,0.0,0.0,0.0,1
40.74,25.72,45.83,0.0,0.0,1.791,1
40.74,25.72,45.83,0.0,0.0,0.0,1
40.73,25.81,45.62,0.0,0.0,1.8075,1
40.73,25.81,45.62,0.0,0.0,0.0,1
40.72,25.78,46.19,0.0,0.0,1.7854,1
40.72,25.78,46.19,0.0,0.0,0.0,1
40.7,25.75,46.44,0.0,0.0,1.774,1
40.7,25.75,46.44,0.0,0.0,0.0,1
40.69,25.84,45.91,0.0,0.0,1.8011,1
40.69,25.84,45.91,0.0,0.0,0.0,1
40.68,25.7,46.03,0.0,0.0,1.7822,1
40.68,25.7,46.03,0.0,0.0,0.0,1
40.67,25.83,46.02,0.0,0.0,1.7964,1
40.67,25.83,46.02,0.0,0.0,0.0,1
40.66,25.75,45.54,0.0,0.0,1.8038,1
40.66,25.75,45.54,0.0,0.0,0.0,1
40.64,25.86,46.08,0.0,0.0,1.7975,1
40.64,25.86,46.08,0.0,0.0,0.0,1
40.63,25.83,46.33,0.0,0.0,1.786,1
40.63,25.83,46.33,0.0,0.0,0.0,1
40.62,25.79,45.78,0.0,0.0,1.8001,1
40.62,25.79,45.78,0.0,0.0,0.0,1
40.61,25.79,45.78,0.0,0.0,1.8001,1
40.61,25.79,45.78,0.0,0.0,0.0,1
40.6,25.8,46.36,0.0,0.0,1.7819,1
40.6,25.8,46.36,0.0,0.0,0.0,1
40.58,25.73,45.84,0.0,0.0,1.7917,1
40.58,25.73,45.84,0.0,0.0,0.0,1
40.57,25.88,45.52,0.0,0.0,1.8184,1
40.57,25.88,45.52,0.0,0.0,0.0,1
40.56,25.82,45.83,0.0,0.0,1.8016,1
40.56,25.82,45.83,0.0,0.0,0.0,1
40.55,25.74,45.82,0.0,0.0,1.7934,1
40.55,25.74,45.82,0.0,0.0,0.0,1
40.54,25.78,45.69,0.0,0.0,1.802,1
40.54,25.78,45.69,0.0,0.0,0.0,1
40.53,25.75,45.93,0.0,0.0,1.7908,1
40.53,25.75,45.93,0.0,0.0,0.0,1
40.51,25.78,46.12,0.0,0.0,1.7877,1
40.51,25.78,46.12,0.0,0.0,0.0,1
40.5,25.87,46.34,0.0,0.0,1.7899,1
40.5,25.87,46.34,0.0,0.0,0.0,1
40.49,25.79,45.75,0.0,0.0,1.8011,1
40.49,25.79,45.75,0.0,0.0,0.0,1
40.48,25.75,45.66,0.0,0.0,1.7998,1
40.48,25.75,45.66,0.0,0.0,0.0,1
40.47,25.76,46.1,0.0,0.0,1.7863,1
40.47,25.76,46.1,0.0,0.0,0.0,1
40.45,25.81,45.59,0.0,0.0,1.8085,1
40.45,25.81,45.59,0.0,0.0,0.0,1
40.44,25.87,46.15,0.0,0.0,1.7963,1
40.44,25.87,46.15,0.0,0.0,0.0,1
40.43,25.71,46.06,0.0,0.0,1.7823,1
40.43,25.71,46.06,0.0,0.0,0.0,1
40.42,25.82,46.35,0.0,0.0,1.7843,1
40.42,25.82,46.35,0.0,0.0,0.0,1
40.41,25.77,45.85,0.0,0.0,1.7956,1
40.41,25.77,45.85,0.0,0.0,0.0,1
40.39,25.88,45.53,0.0,0.0,1.818,1
40.39,25.88,45.53,0.0,0.0,0.0,1
40.38,25.76,46.18,0.0,0.0,1.7836,1
40.38,25.76,46.18,0.0,0.0,0.0,1
40.37,25.73,46.48,0.0,0.0,1.7705,1
40.37,25.73,46.48,0.0,0.0,0.0,1
40.36,25.87,46.22,0.0,0.0,1.7939,1
40.36,25.87,46.22,0.0,0.0,0.0,1
40.35,25.84,45.85,0.0,0.0,1.8031,1
40.35,25.84,45.85,0.0,0.0,0.0,1
40.34,25.73,45.59,0.0,0.0,1.8,1
40.34,25.73,45.59,0.0,0.0,0.0,1
40.32,25.75,46.44,0.0,0.0,1.774,1
40.32,25.75,46.44,0.0,0.0,0.0,1
40.31,25.8,45.65,0.0,0.0,1.8055,1
40.31,25.8,45.65,0.0,0.0,0.0,1
40.3,25.86,45.91,0.0,0.0,1.8032,1
40.3,25.86,45.91,0.0,0.0,0.0,1
40.29,25.72,45.8,0.0,0.0,1.792,1
40.29,25.72,45.8,0.0,0.0,0.0,1
40.28,25.73,45.51,0.0,0.0,1.8026,1
40.28,25.73,45.51,0.0,0.0,0.0,1
40.26,25.82,46.42,0.0,0.0,1.782,1
40.26,25.82,46.42,0.0,0.0,0.0,1
40.25,25.84,46.13,0.0,0.0,1.7938,1
40.25,25.84,46.13,0.0,0.0,0.0,1
40.24,25.87,46.11,0.0,0.0,1.7976,1
40.24,25.87,46.11,0.0,0.0,0.0,1
40.23,25.73,46.23,0.0,0.0,1.7788,1
40.23,25.73,46.23,0.0,0.0,0.0,1
40.22,25.88,45.61,0.0,0.0,1.8154,1
40.22,25.88,45.61,0.0,0.0,0.0,1
40.2,25.82,46.18,0.0,0.0,1.79,1
40.2,25.82,46.18,0.0,0.0,0.0,1
40.19,25.82,46.33,0.0,0.0,1.785,1
40.19,25.82,46.33,0.0,0.0,0.0,1
40.18,25.8,46.2,0.0,0.0,1.7872,1
40.18,25.8,46.2,0.0,0.0,0.0,1
40.17,25.78,46.12,0.0,0.0,1.7877,1
40.17,25.78,46.12,0.0,0.0,0.0,1
40.16,25.74,45.76,0.0,0.0,1.7954,1
40.16,25.74,45.76,0.0,0.0,0.0,1
40.15,25.87,46.01,0.0,0.0,1.8009,1
40.15,25.87,46.01,0.0,0.0,0.0,1
40.13,25.81,46.15,0.0,0.0,1.7899,1
40.13,25.81,46.15,0.0,0.0,0.0,1
40.12,25.7,45.55,0.0,0.0,1.7981,1
40.12,25.7,45.55,0.0,0.0,0.0,1
40.11,25.89,45.94,0.0,0.0,1.8054,1
40.11,25.89,45.94,0.0,0.0,0.0,1
40.1,25.74,45.76,0.0,0.0,1.7954,1
40.1,25.74,45.76,0.0,0.0,0.0,1
40.09,25.81,46.39,0.0,0.0,1.7819,1
40.09,25.81,46.39,0.0,0.0,0.0,1
40.07,25.85,45.98,0.0,0.0,1.7998,1
40.07,25.85,45.98,0.0,0.0,0.0,1
40.06,25.69,45.85,0.0,0.0,1.7871,1
40.06,25.69,45.85,0.0,0.0,0.0,1
40.05,25.76,45.62,0.0,0.0,1.8022,1
40.05,25.76,45.62,0.0,0.0,0.0,1
40.04,25.85,46.05,0.0,0.0,1.7975,1
40.04,25.85,46.05,0.0,0.0,0.0,1
40.03,25.85,46.15,0.0,0.0,1.7941,1
40.03,25.85,46.15,0.0,0.0,0.0,1
40.01,25.73,45.78,0.0,0.0,1.7937,1
40.01,25.73,45.78,0.0,0.0,0.0,1
40.0,25.73,46.45,0.0,0.0,1.7715,1
40.0,25.73,46.45,0.0,0.0,0.0,1
39.99,25.76,45.77,0.0,0.0,1.7972,1
39.99,25.76,45.77,0.0,0.0,0.0,1
39.98,25.88,45.71,0.0,0.0,1.812,1
39.98,25.88,45.71,0.0,0.0,0.0,1
39.97,25.77,46.15,0.0,0.0,1.7857,1
39.97,25.77,46.15,0.0,0.0,0.0,1
39.96,25.8,46.14,0.0,0.0,1.7892,1
39.96,25.8,46.14,0.0,0.0,0.0,1
39.94,25.69,45.7,0.0,0.0,1.7921,1
39.94,25.69,45.7,0.0,0.0,0.0,1
39.93,25.81,45.71,0.0,0.0,1.8045,1
39.93,25.81,45.71,0.0,0.0,0.0,1
39.92,25.73,46.1,0.0,0.0,1.7831,1
39.92,25.73,46.1,0.0,0.0,0.0,1
39.91,25.71,46.19,0.0,0.0,1.778,1
39.91,25.71,46.19,0.0,0.0,0.0,1
39.9,25.75,45.75,0.0,0.0,1.7968,1
39.9,25.75,45.75,0.0,0.0,0.0,1
39.88,25.77,46.03,0.0,0.0,1.7896,1
39.88,25.77,46.03,0.0,0.0,0.0,1
39.87,25.87,46.49,0.0,0.0,1.7849,1
39.87,25.87,46.49,0.0,0.0,0.0,1
39.86,25.7,46.24,0.0,0.0,1.7753,1
39.86,25.7,46.24,0.0,0.0,0.0,1
39.85,25.69,46.43,0.0,0.0,1.768,1
39.85,25.69,46.43,0.0,0.0,0.0,1
39.84,25.86,46.15,0.0,0.0,1.7952,1
39.84,25.86,46.15,0.0,0.0,0.0,1
39.83,25.81,46.16,0.0,0.0,1.7896,1
39.83,25.81,46.16,0.0,0.0,0.0,1
39.81,25.77,45.96,0.0,0.0,1.792,1
39.81,25.77,45.96,0.0,0.0,0.0,1
39.8,25.81,46.05,0.0,0.0,1.7932,1
39.8,25.81,46.05,0.0,0.0,0.0,1
39.79,25.89,46.18,0.0,0.0,1.7974,1
39.79,25.89,46.18,0.0,0.0,0.0,1
39.78,25.73,46.21,0.0,0.0,1.7795,1
39.78,25.73,46.21,0.0,0.0,0.0,1
39.77,25.8,45.54,0.0,0.0,1.8091,1
39.77,25.8,45.54,0.0,0.0,0.0,1
39.75,25.69,45.85,0.0,0.0,1.7871,1
39.75,25.69,45.85,0.0,0.0,0.0,1
39.74,25.82,46.32,0.0,0.0,1.7853,1
39.74,25.82,46.32,0.0,0.0,0.0,1
39.73,25.81,45.64,0.0,0.0,1.8069,1
39.73,25.81,45.64,0.0,0.0,0.0,1
39.72,25.88,46.39,0.0,0.0,1.7893,1
39.72,25.88,46.39,0.0,0.0,0.0,1
39.71,25.83,45.7,0.0,0.0,1.807,1
39.71,25.83,45.7,0.0,0.0,0.0,1
39.69,25.77,46.17,0.0,0.0,1.785,1
39.69,25.77,46.17,0.0,0.0,0.0,1
39.68,25.79,46.39,0.0,0.0,1.7798,1
39.68,25.79,46.39,0.0,0.0,0.0,1
39.67,25.7,46.01,0.0,0.0,1.7829,1
39.67,25.7,46.01,0.0,0.0,0.0,1
39.66,25.74,46.2,0.0,0.0,1.7808,1
39.66,25.74,46.2,0.0,0.0,0.0,1
39.65,25.79,45.57,0.0,0.0,1.807,1
39.65,25.79,45.57,0.0,0.0,0.0,1
39.64,25.69,46.46,0.0,0.0,1.767,1
39.64,25.69,46.46,0.0,0.0,0.0,1
39.62,25.81,45.89,0.0,0.0,1.7985,1
39.62,25.81,45.89,0.0,0.0,0.0,1
39.61,25.71,46.29,0.0,0.0,1.7747,1
39.61,25.71,46.29,0.0,0.0,0.0,1
39.6,25.8,46.35,0.0,0.0,1.7822,1
39.6,25.8,46.35,0.0,0.0,0.0,1
39.59,25.79,46.37,0.0,0.0,1.7805,1
39.59,25.79,46.37,0.0,0.0,0.0,1
39.58,25.81,45.53,0.0,0.0,1.8105,1
39.58,25.81,45.53,0.0,0.0,0.0,1
39.56,25.82,45.74,0.0,0.0,1.8046,1
39.56,25.82,45.74,0.0,0.0,0.0,1
39.55,25.88,46.45,0.0,0.0,1.7873,1
39.55,25.88,46.45,0.0,0.0,0.0,1
39.54,25.84,46.0,0.0,0.0,1.7981,1
39.54,25.84,46.0,0.0,0.0,0.0,1
39.53,25.73,45.7,0.0,0.0,1.7963,1
39.53,25.73,45.7,0.0,0.0,0.0,1
39.52,25.75,45.52,0.0,0.0,1.8044,1
39.52,25.75,45.52,0.0,0.0,0.0,1
39.51,25.71,45.57,0.0,0.0,1.7985,1
39.51,25.71,45.57,0.0,0.0,0.0,1
39.49,25.78,45.53,0.0,0.0,1.8073,1
39.49,25.78,45.53,0.0,0.0,0.0,1
39.48,25.79,46.31,0.0,0.0,1.7825,1
39.48,25.79,46.31,0.0,0.0,0.0,1
39.47,25.84,46.37,0.0,0.0,1.7858,1
39.47,25.84,46.37,0.0,0.0,0.0,1
39.46,25.76,45.85,0.0,0.0,1.7946,1
39.46,25.76,45.85,0.0,0.0,0.0,1
39.45,25.81,45.73,0.0,0.0,1.8039,1
39.45,25.81,45.73,0.0,0.0,0.0,1
39.43,25.69,46.49,0.0,0.0,1.766,1
39.43,25.69,46.49,0.0,0.0,0.0,1
39.42,25.87,45.59,0.0,0.0,1.815,1
39.42,25.87,45.59,0.0,0.0,0.0,1
39.41,25.76,46.33,0.0,0.0,1.7786,1
39.41,25.76,46.33,0.0,0.0,0.0,1
39.4,25.75,45.68,0.0,0.0,1.7991,1
39.4,25.75,45.68,0.0,0.0,0.0,1
39.39,25.72,46.42,0.0,0.0,1.7715,1
39.39,25.72,46.42,0.0,0.0,0.0,1
39.37,25.75,46.27,0.0,0.0,1.7796,1
39.37,25.75,46.27,0.0,0.0,0.0,1
39.36,25.78,45.86,0.0,0.0,1.7963,1
39.36,25.78,45.86,0.0,0.0,0.0,1
39.35,25.78,46.02,0.0,0.0,1.791,1
39.35,25.78,46.02,0.0,0.0,0.0,1
39.34,25.86,46.09,0.0,0.0,1.7972,1
39.34,25.86,46.09,0.0,0.0,0.0,1
39.33,25.86,45.71,0.0,0.0,1.8099,1
39.33,25.86,45.71,0.0,0.0,0.0,1
39.32,25.85,45.88,0.0,0.0,1.8031,1
39.32,25.85,45.88,0.0,0.0,0.0,1
39.3,25.7,46.22,0.0,0.0,1.776,1
39.3,25.7,46.22,0.0,0.0,0.0,1
39.29,25.81,45.88,0.0,0.0,1.7989,1
39.29,25.81,45.88,0.0,0.0,0.0,1
39.28,25.72,46.42,0.0,0.0,1.7715,1
39.28,25.72,46.42,0.0,0.0,0.0,1
39.27,25.74,46.44,0.0,0.0,1.7729,1
39.27,25.74,46.44,0.0,0.0,0.0,1
39.26,25.74,45.74,0.0,0.0,1.7961,1
39.26,25.74,45.74,0.0,0.0,0.0,1
39.24,25.89,46.07,0.0,0.0,1.8011,1
39.24,25.89,46.07,0.0,0.0,0.0,1
39.23,25.87,45.8,0.0,0.0,1.8079,1
39.23,25.87,45.8,0.0,0.0,0.0,1
39.22,25.83,45.54,0.0,0.0,1.8123,1
39.22,25.83,45.54,0.0,0.0,0.0,1
39.21,25.71,46.08,0.0,0.0,1.7816,1
39.21,25.71,46.08,0.0,0.0,0.0,1
39.2,25.81,46.05,0.0,0.0,1.7932,1
39.2,25.81,46.05,0.0,0.0,0.0,1
39.18,25.75,46.16,0.0,0.0,1.7832,1
39.18,25.75,46.16,0.0,0.0,0.0,1
39.17,25.76,46.1,0.0,0.0,1.7863,1
39.17,25.76,46.1,0.0,0.0,0.0,1
39.16,25.79,46.42,0.0,0.0,1.7788,1
39.16,25.79,46.42,0.0,0.0,0.0,1
39.15,25.88,46.24,0.0,0.0,1.7943,1
39.15,25.88,46.24,0.0,0.0,0.0,1
39.14,25.82,45.74,0.0,0.0,1.8046,1
39.14,25.82,45.74,0.0,0.0,0.0,1
39.13,25.7,45.83,0.0,0.0,1.7888,1
39.13,25.7,45.83,0.0,0.0,0.0,1
39.11,25.88,46.44,0.0,0.0,1.7877,1
39.11,25.88,46.44,0.0,0.0,0.0,1
39.1,25.7,46.09,0.0,0.0,1.7803,1
39.1,25.7,46.09,0.0,0.0,0.0,1
39.09,25.74,45.98,0.0,0.0,1.7881,1
39.09,25.74,45.98,0.0,0.0,0.0,1
39.08,25.86,46.24,0.0,0.0,1.7922,1
39.08,25.86,46.24,0.0,0.0,0.0,1
39.07,25.78,46.4,0.0,0.0,1.7784,1
39.07,25.78,46.4,0.0,0.0,0.0,1
39.06,25.73,46.35,0.0,0.0,1.7748,1
39.06,25.73,46.35,0.0,0.0,0.0,1
39.04,25.72,45.69,0.0,0.0,1.7956,1
39.04,25.72,45.69,0.0,0.0,0.0,1
39.03,25.74,46.46,0.0,0.0,1.7722,1
39.03,25.74,46.46,0.0,0.0,0.0,1
39.02,25.84,45.71,0.0,0.0,1.8077,1
39.02,25.84,45.71,0.0,0.0,0.0,1
39.01,25.71,46.35,0.0,0.0,1.7727,1
39.01,25.71,46.35,0.0,0.0,0.0,1
39.0,25.74,46.38,0.0,0.0,1.7749,1
39.0,25.74,46.38,0.0,0.0,0.0,1
38.98,25.7,46.33,0.0,0.0,1.7723,1
38.98,25.7,46.33,0.0,0.0,0.0,1
38.97,25.86,46.22,0.0,0.0,1.7929,1
38.97,25.86,46.22,0.0,0.0,0.0,1
38.96,25.73,45.52,0.0,0.0,1.8023,1
38.96,25.73,45.52,0.0,0.0,0.0,1
38.95,25.82,45.95,0.0,0.0,1.7976,1
38.95,25.82,45.95,0.0,0.0,0.0,1
38.94,25.88,46.26,0.0,0.0,1.7937,1
38.94,25.88,46.26,0.0,0.0,0.0,1
38.92,25.82,45.83,0.0,0.0,1.8016,1
38.92,25.82,45.83,0.0,0.0,0.0,1
38.91,25.73,46.16,0.0,0.0,1.7811,1
38.91,25.73,46.16,0.0,0.0,0.0,1
38.9,25.85,46.47,0.0,0.0,1.7835,1
38.9,25.85,46.47,0.0,0.0,0.0,1
38.89,25.85,45.74,0.0,0.0,1.8078,1
38.89,25.85,45.74,0.0,0.0,0.0,1
38.88,25.87,45.95,0.0,0.0,1.8029,1
38.88,25.87,45.95,0.0,0.0,0.0,1
38.87,25.77,46.47,0.0,0.0,1.7751,1
38.87,25.77,46.47,0.0,0.0,0.0,1
38.85,25.69,46.36,0.0,0.0,1.7703,1
38.85,25.69,46.36,0.0,0.0,0.0,1
38.84,25.74,46.34,0.0,0.0,1.7762,1
38.84,25.74,46.34,0.0,0.0,0.0,1
38.83,25.87,45.53,0.0,0.0,1.817,1
38.83,25.87,45.53,0.0,0.0,0.0,1
38.82,25.82,46.49,0.0,0.0,1.7797,1
38.82,25.82,46.49,0.0,0.0,0.0,1
38.81,25.78,46.19,0.0,0.0,1.7854,1
38.81,25.78,46.19,0.0,0.0,0.0,1
38.79,25.77,45.89,0.0,0.0,1.7943,1
38.79,25.77,45.89,0.0,0.0,0.0,1
38.78,25.72,46.23,0.0,0.0,1.7777,1
38.78,25.72,46.23,0.0,0.0,0.0,1
38.77,25.7,46.49,0.0,0.0,1.7671,1
38.77,25.7,46.49,0.0,0.0,0.0,1
38.76,25.76,46.26,0.0,0.0,1.781,1
38.76,25.76,46.26,0.0,0.0,0.0,1
38.75,25.74,46.25,0.0,0.0,1.7792,1
38.75,25.74,46.25,0.0,0.0,0.0,1
38.74,25.85,45.97,0.0,0.0,1.8001,1
38.74,25.85,45.97,0.0,0.0,0.0,1
38.72,25.75,46.13,0.0,0.0,1.7842,1
38.72,25.75,46.13,0.0,0.0,0.0,1
38.71,25.75,46.13,0.0,0.0,1.7842,1
38.71,25.75,46.13,0.0,0.0,0.0,1
38.7,25.81,45.56,0.0,0.0,1.8095,1
38.7,25.81,45.56,0.0,0.0,0.0,1
38.69,25.81,46.31,0.0,0.0,1.7846,1
38.69,25.81,46.31,0.0,0.0,0.0,1
38.68,25.71,45.87,0.0,0.0,1.7886,1
38.68,25.71,45.87,0.0,0.0,0.0,1
38.66,25.7,45.92,0.0,0.0,1.7859,1
38.66,25.7,45.92,0.0,0.0,0.0,1
38.65,25.87,45.84,0.0,0.0,1.8066,1
38.65,25.87,45.84,0.0,0.0,0.0,1
38.64,25.76,45.54,0.0,0.0,1.8048,1
38.64,25.76,45.54,0.0,0.0,0.0,1
38.63,25.85,45.87,0.0,0.0,1.8035,1
38.63,25.85,45.87,0.0,0.0,0.0,1
38.62,25.77,45.81,0.0,0.0,1.7969,1
38.62,25.77,45.81,0.0,0.0,0.0,1
38.61,25.75,46.08,0.0,0.0,1.7859,1
38.61,25.75,46.08,0.0,0.0,0.0,1
38.59,25.82,45.59,0.0,0.0,1.8096,1
38.59,25.82,45.59,0.0,0.0,0.0,1
38.58,25.73,45.81,0.0,0.0,1.7927,1
38.58,25.73,45.81,0.0,0.0,0.0,1
38.57,25.81,46.03,0.0,0.0,1.7939,1
38.57,25.81,46.03,0.0,0.0,0.0,1
38.56,25.86,46.25,0.0,0.0,1.7919,1
38.56,25.86,46.25,0.0,0.0,0.0,1
38.55,25.77,45.89,0.0,0.0,1.7943,1
38.55,25.77,45.89,0.0,0.0,0.0,1
38.53,25.69,45.79,0.0,0.0,1.7891,1
38.53,25.69,45.79,0.0,0.0,0.0,1
38.52,25.84,46.19,0.0,0.0,1.7918,1
38.52,25.84,46.19,0.0,0.0,0.0,1
38.51,25.7,45.53,0.0,0.0,1.7988,1
38.51,25.7,45.53,0.0,0.0,0.0,1
38.5,25.74,46.19,0.0,0.0,1.7812,1
38.5,25.74,46.19,0.0,0.0,0.0,1
38.49,25.88,45.68,0.0,0.0,1.813,1
38.49,25.88,45.68,0.0,0.0,0.0,1
38.47,25.85,45.63,0.0,0.0,1.8115,1
38.47,25.85,45.63,0.0,0.0,0.0,1
38.46,25.76,46.38,0.0,0.0,1.777,1
38.46,25.76,46.38,0.0,0.0,0.0,1
38.45,25.79,46.14,0.0,0.0,1.7881,1
38.45,25.79,46.14,0.0,0.0,0.0,1
38.44,25.79,46.01,0.0,0.0,1.7924,1
38.44,25.79,46.01,0.0,0.0,0.0,1
38.43,25.7,45.94,0.0,0.0,1.7852,1
38.43,25.7,45.94,0.0,0.0,0.0,1
38.42,25.77,46.22,0.0,0.0,1.7833,1
38.42,25.77,46.22,0.0,0.0,0.0,1
38.4,25.71,46.09,0.0,0.0,1.7813,1
38.4,25.71,46.09,0.0,0.0,0.0,1
38.39,25.81,46.48,0.0,0.0,1.7789,1
38.39,25.81,46.48,0.0,0.0,0.0,1
38.38,25.7,45.55,0.0,0.0,1.7981,1
38.38,25.7,45.55,0.0,0.0,0.0,1
38.37,25.82,45.85,0.0,0.0,1.8009,1
38.37,25.82,45.85,0.0,0.0,0.0,1
38.36,25.76,46.07,0.0,0.0,1.7873,1
38.36,25.76,46.07,0.0,0.0,0.0,1
38.34,25.75,46.22,0.0,0.0,1.7812,1
38.34,25.75,46.22,0.0,0.0,0.0,1
38.33,25.87,46.07,0.0,0.0,1.7989,1
38.33,25.87,46.07,0.0,0.0,0.0,1
38.32,25.69,46.44,0.0,0.0,1.7677,1
38.32,25.69,46.44,0.0,0.0,0.0,1
38.31,25.75,46.44,0.0,0.0,1.774,1
38.31,25.75,46.44,0.0,0.0,0.0,1
